student_id,material_id,rating,course,year,interests,avg_quiz_score
b73167a0-9c7b-4fbc-be2b-9154eed4b870,5681a57e-2cb3-4427-bee9-b9142f339707,2,EE,2,"['AI', 'NLP']",87
d9511975-93a5-4b9b-8c58-e8117f962cdf,ddf6aee6-f11f-4efd-9a6c-5e69cd8eaa3b,3,ME,1,"['AI', 'ML']",90
93f61b53-11b3-47e2-b48a-c44080ca065e,a0644785-0f99-4446-b3e1-3062daacfaad,1,CE,4,"['NLP', 'AI']",57
ad31f4b8-77be-4409-814a-c595404ce18b,1893d29f-32a3-4d95-8ea8-3acf476ad60c,1,ME,2,"['NLP', 'ML']",80
ac68df6c-7e66-45a9-a9c8-8ee788948003,4636dfef-5055-444d-90c2-4a69877ba8db,1,ME,3,"['AI', 'Blockchain']",52
6c8189a7-666a-44c0-b2d9-5f35750322de,a85c3b63-9a78-4711-8c40-77b19fe6f9eb,3,EE,4,"['AI', 'NLP']",93
8b50f678-af4b-4d22-85a0-20c566e8aad3,4e28dd16-dc75-4777-aecd-8825432bb062,2,CE,4,"['NLP', 'Networks']",88
5a6746e3-0fc7-4472-8a18-5741366b932c,08f467a2-5073-48e7-818d-9d59726b6071,5,CS,4,"['Networks', 'Blockchain']",76
af52d0d1-c64d-4738-a9a5-e1fe20d3eaa2,1e81c13a-520c-4445-b916-8331af1d8ac6,2,EE,1,"['ML', 'AI']",59
2a8dbb92-93ad-4771-9318-1c24755b9ed8,164b6d54-8496-4f6c-8844-33d736d760f9,4,CS,1,"['Blockchain', 'ML']",54
4a665b79-637b-40e1-9a64-0d62cdbf2505,905fdd11-3c29-41ba-932a-62f7e342b178,2,EE,1,"['ML', 'AI']",55
07058fa6-e0e5-43e3-a8f0-e0c917359a90,1e187437-8477-440b-bc57-a0cde890df36,2,CS,4,"['AI', 'Blockchain']",61
a9e97814-dbef-4e15-9a84-a83f4b0838fd,0a24577d-6c34-4027-8087-9a4ad8f1dedc,5,CE,3,"['AI', 'Networks']",83
2e1f54bf-e63b-4c52-ab97-79f95f082dcb,6dd9a97e-1d8e-4b1c-aab2-3b582a572b1e,5,ME,4,"['ML', 'AI']",87
fe73f4f3-d5f0-461e-82c8-5821dd70a16e,8eee615b-8014-4212-ad6e-946149ea7e05,1,ME,4,"['Networks', 'ML']",67
16af1313-f66d-4476-b653-fa76ab16ca01,bd06b993-3335-4919-a7a7-4ce5f8a1fdbd,2,ME,3,"['ML', 'Blockchain']",84
8fc319af-e369-45ef-a666-9851b03a3edb,ed8b8fe0-4014-419f-9a95-f278c94ec705,3,CS,2,"['Blockchain', 'Networks']",60
0c0ec3d1-1fd4-44e1-9121-0368438214a1,dd7e4ebe-2d97-48dd-b2c5-0224f5985179,1,EE,3,"['Blockchain', 'ML']",69
ba8365e6-3b6b-44b6-9eab-a73790b668b5,4df3eeb2-5a69-42c0-baa5-bc5f4cfc783a,2,EE,2,"['ML', 'Blockchain']",66
61d58191-7975-4a5c-9f1e-4cb2a93f727d,4636dfef-5055-444d-90c2-4a69877ba8db,3,CE,1,"['Networks', 'AI']",61
a57d1d10-571a-4999-8430-dfb88c49ca31,ef9f2d3a-b63f-48ab-9534-56d1870e830f,1,CS,4,"['ML', 'AI']",57
14cf026c-b1c9-43ff-b185-8ef40aec39ed,97168bf7-6124-4b10-bef5-c60022f03198,1,CS,4,"['Networks', 'NLP']",59
5d916896-a92b-4a35-8573-c61dad8b1a25,75be8493-8e03-4827-955b-fae0b136d213,1,ME,3,"['ML', 'Blockchain']",70
601235ee-453a-41a3-b23f-fe4d9fb9f8ab,8645cb30-ebf0-4461-bd29-cd1b107f6c18,3,CE,1,"['AI', 'Networks']",74
db5decce-5341-4cb2-9253-a92e877e7a04,7e8e434b-fe5c-4709-aafb-8b62e0d30442,4,ME,4,"['Blockchain', 'Networks']",71
bfb6a67f-a298-40eb-bf7d-d6ba0b693230,bf647f3e-453e-4cfd-abbc-db17a58fead8,4,EE,2,"['Networks', 'AI']",99
2a7d87e7-29cf-4f27-a30d-78072093799b,1ad28f90-f548-4e63-bbcc-3af29ec5964c,2,CE,1,"['NLP', 'Blockchain']",93
a2e44208-620c-4b9a-8dc0-6860a0156bab,8897ec14-69e0-4b62-84e6-30219374c234,3,EE,4,"['Blockchain', 'Networks']",83
d03eacd0-e4f4-4d50-8551-f17587752289,755b174c-a0de-45a4-9a51-6316a300e965,4,EE,4,"['NLP', 'ML']",74
7a400fa0-2f6b-4157-bd46-db06e478c4b4,870e3818-e295-4d26-be3c-e2077d67c983,4,ME,4,"['AI', 'Networks']",100
61e1a76c-2881-42c6-8e35-cfb7380863e7,cb364900-ddc6-487f-9e51-931da91fbb0b,4,CS,3,"['ML', 'Networks']",61
076c1a42-36a8-4cb4-a00e-07c86d34669f,f9bbdb45-6a66-4c9a-9558-1b447ff6a4d8,3,ME,2,"['AI', 'NLP']",68
e86bce47-6220-4af9-b889-68dfb9835932,66ff81f5-7e09-4778-bd6d-94e7d3cd15e6,4,CS,2,"['NLP', 'AI']",80
841fc56b-0b0a-4539-af4b-5ff2b359b28d,97522d3b-ec99-4d04-8e88-00fecadeb4e4,3,EE,3,"['NLP', 'Networks']",58
193d27cf-91d4-42e9-926e-76b5b3ca6699,11f90476-db6b-4742-951e-9afc587b216f,1,ME,2,"['NLP', 'AI']",97
e8d5004c-c04b-408b-9306-02b64d851a55,2c470b72-a36e-4ea0-ba91-4f78cd50d150,4,EE,2,"['NLP', 'Networks']",74
4b814578-4788-4a99-8203-3a1bddc9c225,258afa53-35ea-450e-92f8-d740b5bb2138,5,EE,2,"['Networks', 'ML']",63
5040fc8d-fa82-4829-97d3-7efd54264f84,a0986927-82a1-4df9-90b7-ced3fc792706,1,CE,1,"['Blockchain', 'NLP']",72
66a15028-5ef3-4c37-8459-683fd20d6e43,253a83ff-28c4-453c-8394-04b4a82f3734,1,EE,3,"['Networks', 'NLP']",85
cd3c4b05-e218-43b5-8451-e353895d10e0,76f73bdc-6abd-4682-9e08-e5592f1d6475,4,CS,3,"['Blockchain', 'Networks']",91
139455b0-2884-4758-becc-5b95d4bc8777,03ac55a7-5f5b-473e-b278-bd46ba09bc59,4,EE,4,"['Networks', 'ML']",83
904ef970-dfaf-4b29-b46a-ef028cc55930,4870d187-ce1b-4a7a-89b3-0ca22f73ccd2,1,CS,3,"['Networks', 'ML']",94
8695fea3-f7cd-43b5-9eec-42b82d26b217,a5633ed9-2376-4578-895e-2a62b1204869,2,ME,3,"['Blockchain', 'ML']",94
551bdff0-bc87-41b0-9e9c-47c2d94be1f7,d14a046e-71f9-491b-894e-eb6d677fa56e,2,CE,2,"['NLP', 'AI']",74
aba57489-306c-4019-b0c4-943b5c8c80eb,905fdd11-3c29-41ba-932a-62f7e342b178,3,EE,4,"['AI', 'NLP']",50
d35d0ba7-efe7-45d6-94c1-ca3abf2a058c,28e6dd86-ce3e-402a-80b0-5d15d82ee7c2,2,CS,4,"['NLP', 'Networks']",56
df771cb3-6aa4-4b33-a8c8-99070c39a824,a4825674-5159-42b2-b552-2cc10aa67501,5,CS,1,"['Blockchain', 'AI']",52
1f4bef35-379f-424f-a3b8-2220d0d4b359,60887a6a-4de9-4c4c-9370-7a35f7798d5f,1,EE,2,"['AI', 'ML']",51
8b50f678-af4b-4d22-85a0-20c566e8aad3,a6a57433-667e-450d-96e8-0f3f13bae33f,2,CE,4,"['NLP', 'Networks']",88
237a2ffe-4024-413c-a465-5f97536b42a3,41eb82e7-1f5a-479f-b738-bb27aac7dce2,4,EE,2,"['NLP', 'AI']",69
c7f6ca41-65a2-46db-9c99-c682d9f9e306,cd48ade3-10af-487e-9dad-6663c4d5d8c8,1,CE,2,"['Blockchain', 'NLP']",68
1754cb69-26f9-4af4-ad35-b1de3b732e47,197839c4-3b28-4eb9-8b1a-8b8ef66c0346,5,CS,2,"['AI', 'Blockchain']",67
0c0ec3d1-1fd4-44e1-9121-0368438214a1,272f1416-d067-47e4-a04f-0c978dae73cf,5,EE,3,"['Blockchain', 'ML']",69
adbce348-b629-4aff-8eed-61bf53054b2f,afa2be3d-6642-4811-8f02-f46403f558d4,1,CS,3,"['AI', 'Networks']",98
ac8ce443-b219-4cc6-9df5-a09fcc5754a9,cfe99b65-c192-41df-b6f3-679500effa26,1,CS,3,"['ML', 'NLP']",71
b7c1d783-6d26-46b1-ab65-d2bdaa233716,af2973c6-7022-45d6-b628-37ac8ffd01f2,1,EE,3,"['AI', 'NLP']",82
8e3b1b72-a728-483e-b27d-d51fd926c3d1,f85b6fba-8d89-4940-b3d1-ef518ecc6efc,5,CE,4,"['NLP', 'AI']",90
cbd18410-6f3b-49c2-984c-ac982ee67d72,ccd4555e-efec-4d1b-858e-d9e220f0c50c,3,CS,3,"['NLP', 'Blockchain']",68
03c57e57-2c4d-4767-9e07-4192a3e38b7d,01d5a701-91ce-4818-931b-491adad535da,5,CE,2,"['Blockchain', 'ML']",65
2863b608-27cc-472b-bd7a-9b62a9ce1c1c,b653f685-db4b-4730-a36c-bdd117ada4a9,2,CE,1,"['ML', 'NLP']",92
3f2cd5ce-02b1-4e31-9f8c-911268161e32,24270578-5e00-4fdd-bdb8-63dd6da0a9d1,1,CS,1,"['AI', 'ML']",69
50b65e10-4977-4c7d-ae7a-4e9b2dd87032,df2704d7-3924-4af7-8ab0-8e7e8ccedd41,5,CE,4,"['Blockchain', 'AI']",99
547e2df1-f4f9-4b88-a341-05336751ef83,8377fecf-2133-4473-8f10-e428c8e5dfd0,4,CS,2,"['NLP', 'Networks']",84
2f438c26-d957-438e-8c58-4143a91ab859,a5633ed9-2376-4578-895e-2a62b1204869,4,EE,2,"['Networks', 'NLP']",82
7ec69062-f6fe-42d1-b717-738c4b8ef6e8,062d5c82-bc97-4119-838a-ec512a2a6f9f,3,CS,1,"['ML', 'AI']",75
7b29fff1-b382-4afc-81d6-f2151eab85fa,d6bce90e-797a-4457-8d43-a950c734cff2,4,EE,1,"['Networks', 'NLP']",78
bf8c8f1f-31d3-4da3-9404-dfe9e948be80,9c50815f-d340-4379-a100-6acb3c5c5ad7,3,CE,2,"['ML', 'Networks']",95
8b50f678-af4b-4d22-85a0-20c566e8aad3,af0ee7de-16cb-42be-af3c-e143505f65ec,4,CE,4,"['NLP', 'Networks']",88
83b7185a-c350-4563-90f6-8d6e999187f5,19d3f174-140a-4781-9b10-0f9270fbefce,5,EE,4,"['NLP', 'AI']",66
127fd75a-d603-4232-a680-b02c5aa0fbeb,8805da36-262e-47be-9539-7f450dae6087,4,CS,4,"['NLP', 'ML']",86
67966c5c-caff-432d-ae48-8b81ae13d594,2967352f-e7b6-48d4-af97-cb758704dd76,2,EE,1,"['Networks', 'ML']",58
e1c7e399-c3f3-4144-834e-30a7853e1282,1aaaf0cb-8d5d-43a4-9206-973e6a37234b,3,ME,1,"['ML', 'Networks']",77
ef37ac9c-6e70-45d0-be03-d2d27628e68a,0b251802-b365-4891-ae33-77f8df55f3f4,4,ME,4,"['AI', 'Blockchain']",69
3fb0c3f1-0f36-4466-9e74-01a3665e3208,0227e34b-343e-419d-9f52-f4e1540c6f36,1,ME,3,"['Networks', 'AI']",62
aa727848-acfa-4d2f-b8ab-4b11469dcaf3,c14de5f4-c8ba-4bcf-b6a4-f106dfefd59b,1,CE,3,"['AI', 'Blockchain']",89
db687292-2aee-44ac-988e-a34b454b8414,b0cb57d5-24f9-4378-9c9e-c730ba74c0f5,3,EE,1,"['AI', 'ML']",82
f8569338-0497-4a1c-9f61-572702907ba6,f9910d29-c836-4cff-9ac3-2ed2b6b071a3,1,EE,3,"['NLP', 'ML']",61
e9e04c24-143f-4c77-9a61-26e05d3a8b32,dbacbdfd-58a6-4f49-b081-a7b1699ec1a2,1,EE,1,"['Networks', 'ML']",74
beafb8c3-fea3-4280-a84e-74f71bab6b4e,f81cb996-7500-40f0-993b-0bc6cd536da5,3,ME,1,"['NLP', 'ML']",69
2b73a3ef-fcef-4023-a908-ad843599ae4a,07255ffd-ccdf-410c-8e97-50bad8f42ed8,1,EE,4,"['AI', 'Networks']",69
57272efc-df78-49d4-a79f-ffbaa4277286,a0644785-0f99-4446-b3e1-3062daacfaad,1,CS,4,"['Blockchain', 'Networks']",52
661cb0df-b858-44fb-8773-c72aefa598e4,f030288a-e7dc-4193-88d4-0a3818de058a,3,EE,2,"['Networks', 'NLP']",76
52033f4d-419d-4c00-b53f-af5fab0c6511,91b633ed-0fd3-462c-9c13-b1bd3c70c388,1,ME,2,"['Networks', 'Blockchain']",79
c6b02981-ae19-4532-8c45-86785e3e7ed9,bd06b993-3335-4919-a7a7-4ce5f8a1fdbd,5,CS,4,"['ML', 'Networks']",51
c298cef9-c2d3-477f-bb30-14965e3b119d,3e7bdf69-b9ca-484d-b9d0-773f6edf7610,1,CE,1,"['ML', 'NLP']",74
7758aad8-83da-4be8-96b9-1d0460ddd345,fbd177e8-8b77-4d0b-94a6-2852e8bca8b5,2,EE,3,"['AI', 'Networks']",69
2c16bce5-54f6-4118-b822-2ae787d63e18,aa6c4546-2e90-48ae-ab16-d3a15a163bf3,3,ME,4,"['AI', 'Blockchain']",93
bef9222f-dce5-464b-8e58-61c62e2352b2,e68fcf8f-0436-40f7-a8d5-013728429de9,5,ME,4,"['Blockchain', 'Networks']",69
dc5bdd65-e61f-4c5a-b7fe-ac91eeab0ca9,a4825674-5159-42b2-b552-2cc10aa67501,1,CS,3,"['NLP', 'ML']",68
8e3b1b72-a728-483e-b27d-d51fd926c3d1,065b7de5-af0a-4bb0-aed7-634ed7746e3f,3,CE,4,"['NLP', 'AI']",90
b726f7f5-5f42-4e43-9075-6bb68e5fff06,df47ee5a-f64f-48b6-9e6c-0a53c9646743,4,CS,4,"['Networks', 'ML']",85
25537ac7-a1e3-4b63-8603-2d2f35f9037c,64b7c4ba-dd05-4e75-bc82-855378a4d15b,2,CS,1,"['AI', 'Blockchain']",73
2cfd9b2a-2b76-4afe-98b5-33fe2bca9bd0,55291418-2a72-4d2f-82eb-073351d38a7b,2,ME,2,"['ML', 'Networks']",53
494b6429-b7f4-41f2-82a9-bc78a05e45d9,91bf633c-f5f3-4753-9442-dca896f04849,2,CE,1,"['AI', 'ML']",97
c6b02981-ae19-4532-8c45-86785e3e7ed9,d81b37a2-7685-44f1-94d6-28ed9a8ad320,5,CS,4,"['ML', 'Networks']",51
f31176ea-c117-4524-b7a1-4838f0d0ae69,5b079421-f625-4bd5-abea-19241e526872,3,CS,2,"['AI', 'NLP']",96
3a44a6df-cf3f-4014-a779-a3978d51bd0a,96ec9201-75fe-4b17-a1ab-643fdc5564f6,3,EE,4,"['AI', 'ML']",85
61872fc3-beb1-4e03-b977-b64201496d6b,619f1f01-726f-401e-9865-a069f4eb1820,2,ME,3,"['AI', 'Networks']",55
4192deae-a917-4c14-add1-0e5b52ba9bb2,3d15aa97-a06e-4b48-8255-f5f0d2832c73,1,ME,2,"['ML', 'NLP']",60
21addb07-61c4-4098-beb9-d0102e9d89db,44fc6258-04a6-4542-9a67-e0e3c857f661,5,CE,4,"['ML', 'Blockchain']",54
4ffbc10a-7789-4373-a334-0647428d6092,cd4c270e-ec61-4dae-a612-7e05e701eea0,1,ME,3,"['NLP', 'ML']",72
f5ec44ea-efb6-49dd-aa87-7dadff834abd,fc14987c-1ac0-4f71-9567-2986c0a43d88,3,CS,4,"['ML', 'AI']",61
3a58ca49-663c-4dc1-b025-a95d92b804d6,8560fb14-885a-4468-aab8-1b8756cf422d,3,ME,2,"['AI', 'Networks']",65
581f5578-32c1-4f3b-a65f-4282b807a6e1,e9a901a7-177a-470e-a7b4-94ba63dbd0ca,5,CS,4,"['Networks', 'NLP']",84
d35d0ba7-efe7-45d6-94c1-ca3abf2a058c,fe9e0419-34ec-402c-a655-284388770152,1,CS,4,"['NLP', 'Networks']",56
f40548b2-461b-456b-a131-25174fd1ec20,1d372331-5372-4579-89d7-929153ef5d24,2,EE,4,"['Blockchain', 'Networks']",82
ecb5fecc-ed54-4c04-8af7-5d6632a9f27a,b4f2ef95-2e53-4baa-b8bf-a6ac4ff83d68,4,ME,2,"['ML', 'NLP']",83
a0ca66ad-deba-4dba-8a27-8c4ba9d6e2d0,0895a81b-1529-449e-91ce-5158ddf3628d,4,ME,2,"['AI', 'Networks']",95
b5c2b115-38c3-4faf-bc27-3b6cfd5520d6,c051614b-5dc9-49b2-848f-018c6979dc67,4,EE,4,"['Networks', 'ML']",99
116a200d-38b5-4a1e-9681-c35aba218ef0,863033eb-13d7-41bd-9851-391849830e4a,3,CS,1,"['Networks', 'AI']",61
fe1a4162-502c-4f86-b6dd-324c00e40314,1e81c13a-520c-4445-b916-8331af1d8ac6,5,CE,1,"['NLP', 'Blockchain']",99
9a160b10-e464-4aea-ba8c-d09721a93ff1,c9a1f1b9-e3ad-4691-a3ca-7bac9c64f536,5,CS,1,"['ML', 'Networks']",94
f971511a-05bf-4511-a926-ef6e24c879c6,fb343116-f606-4b9e-9737-6499cbd97df4,2,EE,3,"['NLP', 'Blockchain']",52
c1b7f9f4-afb3-41c4-92eb-08dddd21c871,0506bc4b-9b2e-4dfc-8252-5cde50768493,2,CE,4,"['Networks', 'NLP']",77
165fa460-9f5c-4ede-a607-200055176a22,a0644785-0f99-4446-b3e1-3062daacfaad,3,CS,2,"['Blockchain', 'AI']",87
b03843be-0fec-4082-87e2-8158e8e533a7,49ed591b-b22e-4873-a2d0-fd989f125ddf,1,ME,1,"['AI', 'Blockchain']",50
2b73a3ef-fcef-4023-a908-ad843599ae4a,4cd94f2b-1b16-49ce-98f8-f30df9096239,2,EE,4,"['AI', 'Networks']",69
86faf21c-5f77-434f-9a71-164f7b3c3c67,f61ca386-c1f1-4b46-8e70-b937a2271ca8,2,ME,1,"['AI', 'NLP']",84
1980aeb0-68fd-42c1-95be-3dbaa480a4bf,0e0bd385-ccb5-4238-970d-1e02a3c9a508,3,CS,1,"['AI', 'Networks']",71
5a6746e3-0fc7-4472-8a18-5741366b932c,66ff81f5-7e09-4778-bd6d-94e7d3cd15e6,2,CS,4,"['Networks', 'Blockchain']",76
904ef970-dfaf-4b29-b46a-ef028cc55930,3c6e7a18-68ea-436f-bf50-b2e5a8ef182b,4,CS,3,"['Networks', 'ML']",94
1209ed97-0422-453a-b238-88aa65ba74b1,790dc7b2-ca92-468a-963d-f5b95862f332,4,ME,3,"['ML', 'NLP']",80
7cd5e76a-108f-44b8-a842-47e87b93e753,944fcc46-7974-45fa-bbf3-f050d1329d8c,2,EE,4,"['NLP', 'ML']",83
e86bce47-6220-4af9-b889-68dfb9835932,1a930813-761f-4fb7-8600-791e7182f0c6,4,CS,2,"['NLP', 'AI']",80
c0641cb8-300d-4ac4-8346-2475770dfe9a,004ad398-5d79-46f4-a10b-13dbfa3b5f9a,2,ME,3,"['AI', 'Networks']",85
b1983282-3051-4cf6-bd76-43baa9892f6f,a7fc8fb6-5f66-4401-b44e-0dbc681b4067,5,CS,4,"['AI', 'NLP']",52
abb51ccd-0a17-4d14-a87e-2a08ab41d7ec,46cd8fe6-ee7d-47ec-a660-4270e8be6bab,4,CE,2,"['Blockchain', 'Networks']",72
bff26cef-d5f3-417f-b9aa-abf671608041,40b4da05-9f6c-45cb-ac1f-a018d0def782,3,ME,1,"['Networks', 'NLP']",54
