student_id,material_id,rating
85a3040c-3726-490e-a9f5-08a1cb5d3379,cd48ade3-10af-487e-9dad-6663c4d5d8c8,3
07ec68ec-37cb-4213-8080-058fdf7c47d8,62ac0687-7a4e-46bb-9f60-97c53482a9ae,3
2eb1baf0-2b42-45e7-8fd2-b812c5677951,b14aa1bc-c41c-4a69-b5ae-bbb9b20d5a00,5
0c867e8c-9148-4c3d-bf01-7f5769fe1fba,62ac0687-7a4e-46bb-9f60-97c53482a9ae,3
11c5c80e-985f-4306-9853-d70e1fae613b,46cd8fe6-ee7d-47ec-a660-4270e8be6bab,4
f09c1eda-3d2c-4cdb-a742-e7aa0acf7d9d,3d4ba6ee-5ddf-4a68-a42e-ba7821493ec2,4
48b2a0a3-7263-4b53-9829-bb5e9a4806ac,aa06e9ad-40af-41dc-b4af-a0630f03256f,1
409bf957-83c9-4cc9-b14b-02dfb704ebbb,1e97aee4-d18a-42b4-ad4d-d8c6ff1720c1,5
c298cef9-c2d3-477f-bb30-14965e3b119d,d14a046e-71f9-491b-894e-eb6d677fa56e,5
272b2f39-c95a-41af-b521-0823d17f1e1b,937a2d34-a83f-47df-a48d-1af94f725a1f,5
23beb132-6bd5-4595-996e-93f5b40bd81b,7bc34766-d682-4cd9-ae4c-4c48dbd6b10d,5
3fc1d139-ee3e-4580-8ab9-e877b91a7853,45dc73aa-8d27-4810-95e1-4e121a38dec3,4
237a2ffe-4024-413c-a465-5f97536b42a3,e5dc9c2e-a98a-4f09-89a7-836d9df98c7c,2
68aea8e8-f8ef-4bd4-829a-57d9c7aa7fbd,f81cb996-7500-40f0-993b-0bc6cd536da5,5
db6b2e73-652c-438d-947a-0a023ba93e67,0e0bd385-ccb5-4238-970d-1e02a3c9a508,2
8226d1fb-0291-4560-9799-ef6a7b2be8df,eaf96ca5-4307-46c7-a1cd-d4f9ea3d6b5c,1
7678e1fd-0808-4b4f-9d7b-dac7aea6970f,8b8844c6-aa9c-475f-823c-03adbf0d15ee,4
0e03f7a0-f73d-4671-b7c7-d27a61129275,9b6aa35b-242e-446a-9ba5-ff62772cb97b,1
8e2d462b-702c-4551-bc8f-5c3ca8817e9b,4d1a7b4c-bd0e-40cd-92ee-cba12d87b71e,2
e1f939bf-a87b-428a-91d7-6e7688b19d34,cc17dde2-a9d0-434e-a888-2bd86043b224,3
a4231d0a-3aca-4784-abc4-0705395aa51d,a14ae2ff-c635-4148-93b8-6e92a61769cd,4
34ba565a-6ded-4d80-bb63-b32242e695c3,a1bb34d1-aaa5-41f7-a8d1-d6f22254244e,2
d1d35d67-7e8b-4475-808b-3b3faae6de04,2ef60b10-ed23-4b6d-89e4-bbac2106f80e,4
f2e651b9-9661-4cd2-b98c-e4b3ac58e3d5,0e7c85d3-8e78-4266-91ab-12401446a557,3
19fb6037-26d7-42cf-881b-019327451705,9eac0bdb-bb20-4dd2-9947-08a9c480cd36,2
2a7d87e7-29cf-4f27-a30d-78072093799b,73a0746d-4a77-45c2-bdc7-2ee31e57c1e6,1
241bbd7b-bd72-4b31-9d65-09e10f441c9e,4d7ac913-3960-421a-a9f8-4f42420aed99,1
ef37d01d-2a20-41ed-ae0b-a15b7528a49c,6201a27f-660f-499b-8754-2428e68a26b1,2
303003a3-da59-4acd-822e-a60041971ef4,2ef60b10-ed23-4b6d-89e4-bbac2106f80e,4
adc3ace9-df02-470a-9f06-86f9bb69d7d4,4d0e8f45-651f-49b7-9467-68faabafd2d4,5
b73167a0-9c7b-4fbc-be2b-9154eed4b870,5681a57e-2cb3-4427-bee9-b9142f339707,2
d9511975-93a5-4b9b-8c58-e8117f962cdf,ddf6aee6-f11f-4efd-9a6c-5e69cd8eaa3b,3
93f61b53-11b3-47e2-b48a-c44080ca065e,a0644785-0f99-4446-b3e1-3062daacfaad,1
ad31f4b8-77be-4409-814a-c595404ce18b,1893d29f-32a3-4d95-8ea8-3acf476ad60c,1
ac68df6c-7e66-45a9-a9c8-8ee788948003,4636dfef-5055-444d-90c2-4a69877ba8db,1
6c8189a7-666a-44c0-b2d9-5f35750322de,a85c3b63-9a78-4711-8c40-77b19fe6f9eb,3
8b50f678-af4b-4d22-85a0-20c566e8aad3,4e28dd16-dc75-4777-aecd-8825432bb062,2
5a6746e3-0fc7-4472-8a18-5741366b932c,08f467a2-5073-48e7-818d-9d59726b6071,5
af52d0d1-c64d-4738-a9a5-e1fe20d3eaa2,1e81c13a-520c-4445-b916-8331af1d8ac6,2
2a8dbb92-93ad-4771-9318-1c24755b9ed8,164b6d54-8496-4f6c-8844-33d736d760f9,4
4a665b79-637b-40e1-9a64-0d62cdbf2505,905fdd11-3c29-41ba-932a-62f7e342b178,2
07058fa6-e0e5-43e3-a8f0-e0c917359a90,1e187437-8477-440b-bc57-a0cde890df36,2
a9e97814-dbef-4e15-9a84-a83f4b0838fd,0a24577d-6c34-4027-8087-9a4ad8f1dedc,5
2e1f54bf-e63b-4c52-ab97-79f95f082dcb,6dd9a97e-1d8e-4b1c-aab2-3b582a572b1e,5
fe73f4f3-d5f0-461e-82c8-5821dd70a16e,8eee615b-8014-4212-ad6e-946149ea7e05,1
16af1313-f66d-4476-b653-fa76ab16ca01,bd06b993-3335-4919-a7a7-4ce5f8a1fdbd,2
8fc319af-e369-45ef-a666-9851b03a3edb,ed8b8fe0-4014-419f-9a95-f278c94ec705,3
0c0ec3d1-1fd4-44e1-9121-0368438214a1,dd7e4ebe-2d97-48dd-b2c5-0224f5985179,1
ba8365e6-3b6b-44b6-9eab-a73790b668b5,4df3eeb2-5a69-42c0-baa5-bc5f4cfc783a,2
61d58191-7975-4a5c-9f1e-4cb2a93f727d,4636dfef-5055-444d-90c2-4a69877ba8db,3
a57d1d10-571a-4999-8430-dfb88c49ca31,ef9f2d3a-b63f-48ab-9534-56d1870e830f,1
14cf026c-b1c9-43ff-b185-8ef40aec39ed,97168bf7-6124-4b10-bef5-c60022f03198,1
5d916896-a92b-4a35-8573-c61dad8b1a25,75be8493-8e03-4827-955b-fae0b136d213,1
601235ee-453a-41a3-b23f-fe4d9fb9f8ab,8645cb30-ebf0-4461-bd29-cd1b107f6c18,3
db5decce-5341-4cb2-9253-a92e877e7a04,7e8e434b-fe5c-4709-aafb-8b62e0d30442,4
bfb6a67f-a298-40eb-bf7d-d6ba0b693230,bf647f3e-453e-4cfd-abbc-db17a58fead8,4
2a7d87e7-29cf-4f27-a30d-78072093799b,1ad28f90-f548-4e63-bbcc-3af29ec5964c,2
a2e44208-620c-4b9a-8dc0-6860a0156bab,8897ec14-69e0-4b62-84e6-30219374c234,3
d03eacd0-e4f4-4d50-8551-f17587752289,755b174c-a0de-45a4-9a51-6316a300e965,4
7a400fa0-2f6b-4157-bd46-db06e478c4b4,870e3818-e295-4d26-be3c-e2077d67c983,4
61e1a76c-2881-42c6-8e35-cfb7380863e7,cb364900-ddc6-487f-9e51-931da91fbb0b,4
076c1a42-36a8-4cb4-a00e-07c86d34669f,f9bbdb45-6a66-4c9a-9558-1b447ff6a4d8,3
e86bce47-6220-4af9-b889-68dfb9835932,66ff81f5-7e09-4778-bd6d-94e7d3cd15e6,4
841fc56b-0b0a-4539-af4b-5ff2b359b28d,97522d3b-ec99-4d04-8e88-00fecadeb4e4,3
193d27cf-91d4-42e9-926e-76b5b3ca6699,11f90476-db6b-4742-951e-9afc587b216f,1
e8d5004c-c04b-408b-9306-02b64d851a55,2c470b72-a36e-4ea0-ba91-4f78cd50d150,4
4b814578-4788-4a99-8203-3a1bddc9c225,258afa53-35ea-450e-92f8-d740b5bb2138,5
5040fc8d-fa82-4829-97d3-7efd54264f84,a0986927-82a1-4df9-90b7-ced3fc792706,1
66a15028-5ef3-4c37-8459-683fd20d6e43,253a83ff-28c4-453c-8394-04b4a82f3734,1
cd3c4b05-e218-43b5-8451-e353895d10e0,76f73bdc-6abd-4682-9e08-e5592f1d6475,4
139455b0-2884-4758-becc-5b95d4bc8777,03ac55a7-5f5b-473e-b278-bd46ba09bc59,4
904ef970-dfaf-4b29-b46a-ef028cc55930,4870d187-ce1b-4a7a-89b3-0ca22f73ccd2,1
8695fea3-f7cd-43b5-9eec-42b82d26b217,a5633ed9-2376-4578-895e-2a62b1204869,2
551bdff0-bc87-41b0-9e9c-47c2d94be1f7,d14a046e-71f9-491b-894e-eb6d677fa56e,2
aba57489-306c-4019-b0c4-943b5c8c80eb,905fdd11-3c29-41ba-932a-62f7e342b178,3
d35d0ba7-efe7-45d6-94c1-ca3abf2a058c,28e6dd86-ce3e-402a-80b0-5d15d82ee7c2,2
df771cb3-6aa4-4b33-a8c8-99070c39a824,a4825674-5159-42b2-b552-2cc10aa67501,5
1f4bef35-379f-424f-a3b8-2220d0d4b359,60887a6a-4de9-4c4c-9370-7a35f7798d5f,1
8b50f678-af4b-4d22-85a0-20c566e8aad3,a6a57433-667e-450d-96e8-0f3f13bae33f,2
237a2ffe-4024-413c-a465-5f97536b42a3,41eb82e7-1f5a-479f-b738-bb27aac7dce2,4
c7f6ca41-65a2-46db-9c99-c682d9f9e306,cd48ade3-10af-487e-9dad-6663c4d5d8c8,1
1754cb69-26f9-4af4-ad35-b1de3b732e47,197839c4-3b28-4eb9-8b1a-8b8ef66c0346,5
0c0ec3d1-1fd4-44e1-9121-0368438214a1,272f1416-d067-47e4-a04f-0c978dae73cf,5
adbce348-b629-4aff-8eed-61bf53054b2f,afa2be3d-6642-4811-8f02-f46403f558d4,1
ac8ce443-b219-4cc6-9df5-a09fcc5754a9,cfe99b65-c192-41df-b6f3-679500effa26,1
b7c1d783-6d26-46b1-ab65-d2bdaa233716,af2973c6-7022-45d6-b628-37ac8ffd01f2,1
8e3b1b72-a728-483e-b27d-d51fd926c3d1,f85b6fba-8d89-4940-b3d1-ef518ecc6efc,5
cbd18410-6f3b-49c2-984c-ac982ee67d72,ccd4555e-efec-4d1b-858e-d9e220f0c50c,3
03c57e57-2c4d-4767-9e07-4192a3e38b7d,01d5a701-91ce-4818-931b-491adad535da,5
2863b608-27cc-472b-bd7a-9b62a9ce1c1c,b653f685-db4b-4730-a36c-bdd117ada4a9,2
3f2cd5ce-02b1-4e31-9f8c-911268161e32,24270578-5e00-4fdd-bdb8-63dd6da0a9d1,1
50b65e10-4977-4c7d-ae7a-4e9b2dd87032,df2704d7-3924-4af7-8ab0-8e7e8ccedd41,5
547e2df1-f4f9-4b88-a341-05336751ef83,8377fecf-2133-4473-8f10-e428c8e5dfd0,4
2f438c26-d957-438e-8c58-4143a91ab859,a5633ed9-2376-4578-895e-2a62b1204869,4
7ec69062-f6fe-42d1-b717-738c4b8ef6e8,062d5c82-bc97-4119-838a-ec512a2a6f9f,3
7b29fff1-b382-4afc-81d6-f2151eab85fa,d6bce90e-797a-4457-8d43-a950c734cff2,4
bf8c8f1f-31d3-4da3-9404-dfe9e948be80,9c50815f-d340-4379-a100-6acb3c5c5ad7,3
8b50f678-af4b-4d22-85a0-20c566e8aad3,af0ee7de-16cb-42be-af3c-e143505f65ec,4
83b7185a-c350-4563-90f6-8d6e999187f5,19d3f174-140a-4781-9b10-0f9270fbefce,5
127fd75a-d603-4232-a680-b02c5aa0fbeb,8805da36-262e-47be-9539-7f450dae6087,4
67966c5c-caff-432d-ae48-8b81ae13d594,2967352f-e7b6-48d4-af97-cb758704dd76,2
e1c7e399-c3f3-4144-834e-30a7853e1282,1aaaf0cb-8d5d-43a4-9206-973e6a37234b,3
ef37ac9c-6e70-45d0-be03-d2d27628e68a,0b251802-b365-4891-ae33-77f8df55f3f4,4
3fb0c3f1-0f36-4466-9e74-01a3665e3208,0227e34b-343e-419d-9f52-f4e1540c6f36,1
aa727848-acfa-4d2f-b8ab-4b11469dcaf3,c14de5f4-c8ba-4bcf-b6a4-f106dfefd59b,1
db687292-2aee-44ac-988e-a34b454b8414,b0cb57d5-24f9-4378-9c9e-c730ba74c0f5,3
f8569338-0497-4a1c-9f61-572702907ba6,f9910d29-c836-4cff-9ac3-2ed2b6b071a3,1
e9e04c24-143f-4c77-9a61-26e05d3a8b32,dbacbdfd-58a6-4f49-b081-a7b1699ec1a2,1
beafb8c3-fea3-4280-a84e-74f71bab6b4e,f81cb996-7500-40f0-993b-0bc6cd536da5,3
2b73a3ef-fcef-4023-a908-ad843599ae4a,07255ffd-ccdf-410c-8e97-50bad8f42ed8,1
57272efc-df78-49d4-a79f-ffbaa4277286,a0644785-0f99-4446-b3e1-3062daacfaad,1
661cb0df-b858-44fb-8773-c72aefa598e4,f030288a-e7dc-4193-88d4-0a3818de058a,3
52033f4d-419d-4c00-b53f-af5fab0c6511,91b633ed-0fd3-462c-9c13-b1bd3c70c388,1
c6b02981-ae19-4532-8c45-86785e3e7ed9,bd06b993-3335-4919-a7a7-4ce5f8a1fdbd,5
c298cef9-c2d3-477f-bb30-14965e3b119d,3e7bdf69-b9ca-484d-b9d0-773f6edf7610,1
7758aad8-83da-4be8-96b9-1d0460ddd345,fbd177e8-8b77-4d0b-94a6-2852e8bca8b5,2
2c16bce5-54f6-4118-b822-2ae787d63e18,aa6c4546-2e90-48ae-ab16-d3a15a163bf3,3
bef9222f-dce5-464b-8e58-61c62e2352b2,e68fcf8f-0436-40f7-a8d5-013728429de9,5
dc5bdd65-e61f-4c5a-b7fe-ac91eeab0ca9,a4825674-5159-42b2-b552-2cc10aa67501,1
8e3b1b72-a728-483e-b27d-d51fd926c3d1,065b7de5-af0a-4bb0-aed7-634ed7746e3f,3
b726f7f5-5f42-4e43-9075-6bb68e5fff06,df47ee5a-f64f-48b6-9e6c-0a53c9646743,4
25537ac7-a1e3-4b63-8603-2d2f35f9037c,64b7c4ba-dd05-4e75-bc82-855378a4d15b,2
2cfd9b2a-2b76-4afe-98b5-33fe2bca9bd0,55291418-2a72-4d2f-82eb-073351d38a7b,2
494b6429-b7f4-41f2-82a9-bc78a05e45d9,91bf633c-f5f3-4753-9442-dca896f04849,2
c6b02981-ae19-4532-8c45-86785e3e7ed9,d81b37a2-7685-44f1-94d6-28ed9a8ad320,5
f31176ea-c117-4524-b7a1-4838f0d0ae69,5b079421-f625-4bd5-abea-19241e526872,3
3a44a6df-cf3f-4014-a779-a3978d51bd0a,96ec9201-75fe-4b17-a1ab-643fdc5564f6,3
61872fc3-beb1-4e03-b977-b64201496d6b,619f1f01-726f-401e-9865-a069f4eb1820,2
4192deae-a917-4c14-add1-0e5b52ba9bb2,3d15aa97-a06e-4b48-8255-f5f0d2832c73,1
21addb07-61c4-4098-beb9-d0102e9d89db,44fc6258-04a6-4542-9a67-e0e3c857f661,5
4ffbc10a-7789-4373-a334-0647428d6092,cd4c270e-ec61-4dae-a612-7e05e701eea0,1
f5ec44ea-efb6-49dd-aa87-7dadff834abd,fc14987c-1ac0-4f71-9567-2986c0a43d88,3
3a58ca49-663c-4dc1-b025-a95d92b804d6,8560fb14-885a-4468-aab8-1b8756cf422d,3
581f5578-32c1-4f3b-a65f-4282b807a6e1,e9a901a7-177a-470e-a7b4-94ba63dbd0ca,5
d35d0ba7-efe7-45d6-94c1-ca3abf2a058c,fe9e0419-34ec-402c-a655-284388770152,1
f40548b2-461b-456b-a131-25174fd1ec20,1d372331-5372-4579-89d7-929153ef5d24,2
ecb5fecc-ed54-4c04-8af7-5d6632a9f27a,b4f2ef95-2e53-4baa-b8bf-a6ac4ff83d68,4
a0ca66ad-deba-4dba-8a27-8c4ba9d6e2d0,0895a81b-1529-449e-91ce-5158ddf3628d,4
b5c2b115-38c3-4faf-bc27-3b6cfd5520d6,c051614b-5dc9-49b2-848f-018c6979dc67,4
116a200d-38b5-4a1e-9681-c35aba218ef0,863033eb-13d7-41bd-9851-391849830e4a,3
fe1a4162-502c-4f86-b6dd-324c00e40314,1e81c13a-520c-4445-b916-8331af1d8ac6,5
9a160b10-e464-4aea-ba8c-d09721a93ff1,c9a1f1b9-e3ad-4691-a3ca-7bac9c64f536,5
f971511a-05bf-4511-a926-ef6e24c879c6,fb343116-f606-4b9e-9737-6499cbd97df4,2
c1b7f9f4-afb3-41c4-92eb-08dddd21c871,0506bc4b-9b2e-4dfc-8252-5cde50768493,2
165fa460-9f5c-4ede-a607-200055176a22,a0644785-0f99-4446-b3e1-3062daacfaad,3
b03843be-0fec-4082-87e2-8158e8e533a7,49ed591b-b22e-4873-a2d0-fd989f125ddf,1
2b73a3ef-fcef-4023-a908-ad843599ae4a,4cd94f2b-1b16-49ce-98f8-f30df9096239,2
86faf21c-5f77-434f-9a71-164f7b3c3c67,f61ca386-c1f1-4b46-8e70-b937a2271ca8,2
1980aeb0-68fd-42c1-95be-3dbaa480a4bf,0e0bd385-ccb5-4238-970d-1e02a3c9a508,3
5a6746e3-0fc7-4472-8a18-5741366b932c,66ff81f5-7e09-4778-bd6d-94e7d3cd15e6,2
904ef970-dfaf-4b29-b46a-ef028cc55930,3c6e7a18-68ea-436f-bf50-b2e5a8ef182b,4
1209ed97-0422-453a-b238-88aa65ba74b1,790dc7b2-ca92-468a-963d-f5b95862f332,4
7cd5e76a-108f-44b8-a842-47e87b93e753,944fcc46-7974-45fa-bbf3-f050d1329d8c,2
e86bce47-6220-4af9-b889-68dfb9835932,1a930813-761f-4fb7-8600-791e7182f0c6,4
c0641cb8-300d-4ac4-8346-2475770dfe9a,004ad398-5d79-46f4-a10b-13dbfa3b5f9a,2
b1983282-3051-4cf6-bd76-43baa9892f6f,a7fc8fb6-5f66-4401-b44e-0dbc681b4067,5
abb51ccd-0a17-4d14-a87e-2a08ab41d7ec,46cd8fe6-ee7d-47ec-a660-4270e8be6bab,4
bff26cef-d5f3-417f-b9aa-abf671608041,40b4da05-9f6c-45cb-ac1f-a018d0def782,3
0bfaab1c-8fa8-49aa-9312-66b3b9a2ba40,90257ea9-c1d0-4f3c-a2e3-ba0301f194da,3
bcaab50f-ad78-4e1a-b9e3-bb581610fcc5,0227e34b-343e-419d-9f52-f4e1540c6f36,2
3699fb82-2652-4d0d-95ee-0580fe1e7b91,606d2e40-f9fa-48bb-b251-c764b2555ed2,3
de1fb54e-d3bf-4fd2-b221-a41b724397e1,c051614b-5dc9-49b2-848f-018c6979dc67,4
42054b9f-549f-40a5-a3d3-4a0454935b6a,a9da73fd-87bd-4459-a97b-27d55dbdc54f,3
fbafe685-1777-4f58-ae7f-fd6307bae702,065b7de5-af0a-4bb0-aed7-634ed7746e3f,5
409bf957-83c9-4cc9-b14b-02dfb704ebbb,1e97aee4-d18a-42b4-ad4d-d8c6ff1720c1,3
acfc39e5-12a1-4799-9d1c-1f0d6b32f7d0,785b171b-2c90-4f3e-85d8-55822d4399ec,3
b21e9f0f-c5e1-4ef7-b6c2-1f67b2969110,eaf96ca5-4307-46c7-a1cd-d4f9ea3d6b5c,5
e994c0e2-e626-4c4b-9dbe-b15f24085bed,0506bc4b-9b2e-4dfc-8252-5cde50768493,5
0f8fbcd9-0655-4d1d-9cbe-ab654e66f307,7c56c920-986f-41df-ab39-785f0ba8fa89,1
43b76a69-b404-4ae6-98ad-bc364dbdf4a2,1e187437-8477-440b-bc57-a0cde890df36,4
238a2f4a-fe38-4976-ad83-502c68c3b923,cd48ade3-10af-487e-9dad-6663c4d5d8c8,4
e7a34169-ab5d-4fb1-bbdb-f1667a93839f,04f3a3ea-1d89-4bdb-a277-9efac6f5fa0f,4
d9b814be-2e61-418b-82bc-a3cba173532d,e9c83dcc-bef1-4402-9da8-48b24c4f7b65,4
830b8b9f-7dbd-4f52-8051-3d4652068dc3,c5249c66-b78c-4da8-a199-9622102362fc,3
b726f7f5-5f42-4e43-9075-6bb68e5fff06,11f90476-db6b-4742-951e-9afc587b216f,5
91815622-83b0-4e63-96a2-218d9587ceab,4df3eeb2-5a69-42c0-baa5-bc5f4cfc783a,5
a1b77679-a240-41b9-8fa8-14d8546a9e81,76f73bdc-6abd-4682-9e08-e5592f1d6475,4
8267183f-f9fd-4a06-adc6-17328f2aa60e,4d7ac913-3960-421a-a9f8-4f42420aed99,3
b994410f-1f48-461d-92b2-61982b411298,9dada999-1543-4e78-a3e9-a16e6d270000,3
50b65e10-4977-4c7d-ae7a-4e9b2dd87032,b653f685-db4b-4730-a36c-bdd117ada4a9,3
930b7349-88d1-417f-b660-a5413c5f250c,df2704d7-3924-4af7-8ab0-8e7e8ccedd41,1
52033f4d-419d-4c00-b53f-af5fab0c6511,3f350aa7-3430-4883-b868-f7db7355eb7a,2
746fad1c-ac7f-4662-be08-cf1a072a7baf,dd2cfc20-e3ab-4657-a400-274bfa6aeb79,3
0283d20f-12d7-4087-8346-976c74343b14,4f2dff53-b8b2-4e35-8dec-ecbf8dec3366,3
5d916896-a92b-4a35-8573-c61dad8b1a25,590294a2-9f05-454e-880f-8645e1e2e97a,4
0c0ec3d1-1fd4-44e1-9121-0368438214a1,e6b25aed-6850-44c2-8f6d-e7e444fc6f49,3
6de33bc8-5ae0-4509-ae4b-155a872778b5,3d15aa97-a06e-4b48-8255-f5f0d2832c73,4
90eeacda-5bd7-4345-90ea-06c0a1ca1078,7a13552e-ead5-4a12-b0cd-fd39037d71cd,5
b8513a74-9e83-44c8-a735-7a3abaee9d43,6dd9a97e-1d8e-4b1c-aab2-3b582a572b1e,5
141470ad-7a93-42be-9ed3-e85649364e76,ceffc217-b4c0-4d1c-b890-f3e804ba6525,4
5c4ef918-a32b-4dc3-b0f0-78fec8ad3bb6,8eee615b-8014-4212-ad6e-946149ea7e05,3
bbe4f55d-e2b0-41c2-a9c1-99b1bbd88009,61528440-862e-411f-a600-dc728c9cf037,3
0e08954c-ab74-4916-b05d-eac84b95affa,fe9e0419-34ec-402c-a655-284388770152,3
f2bd98cd-7dd4-48b6-85c9-9fba3433fe57,3746d894-7ca7-4836-a40f-77547a8e55a3,1
d929a310-c59a-407e-8b61-4e42c5b3905f,944fcc46-7974-45fa-bbf3-f050d1329d8c,3
ef1bce7a-cea9-41f5-b145-e5dc62983e0b,f030288a-e7dc-4193-88d4-0a3818de058a,1
58840391-64ca-4488-94d3-0b90f2341e5a,c352a3f7-fc6b-4a9a-aac8-353e2bbf54eb,5
ebd52028-87fc-466f-9621-1de4ac4af9d8,e10acee9-709d-48e6-84fc-7cc46351e4ab,3
6abfd039-171e-4b31-9680-29630a3657e7,c3724193-ceeb-4d00-91cd-f6319dd4563c,2
0c867e8c-9148-4c3d-bf01-7f5769fe1fba,590294a2-9f05-454e-880f-8645e1e2e97a,2
9bcc9520-1ad6-499d-8696-3dcd00557e9f,1b987729-d6cb-4215-9a9c-f4db59695e88,4
1980aeb0-68fd-42c1-95be-3dbaa480a4bf,6e424397-81fa-4d31-aa16-a4b09cc263d1,5
4379f608-2484-43ed-8d46-4b9f0414ceae,2d254d06-f123-4cb9-b18f-a39fa45b8028,3
077796fa-bf5c-4761-af16-e721833096ec,65d1c14d-f6b5-425d-8ee2-48b8b88d4e62,2
32bdfa90-a24d-4247-8afd-50d484156ce1,316f6a43-e2b7-4d5e-b3e6-b091fa031475,3
f2616701-de71-454a-9548-c650bb3ed5a0,f4361527-ddf8-4b9e-99b9-7816d322da2f,4
086d7597-9945-4e76-82d2-a30b3e1d984e,96f9f52b-a525-4414-a929-d26010b2ebce,2
0c0ec3d1-1fd4-44e1-9121-0368438214a1,8645cb30-ebf0-4461-bd29-cd1b107f6c18,3
725174d2-c7b4-48c5-b343-509fc445ad0b,f4361527-ddf8-4b9e-99b9-7816d322da2f,5
fdbc92e8-605e-4b5f-9ca1-3f8cfbf1e79d,fae7cb8f-6216-4bd2-92c6-3dcebe834ef5,1
506d330e-154d-4ce6-9ac3-e57fa16510fc,32ee0047-aedd-4ded-b0a3-07bc952fc8de,5
b726f7f5-5f42-4e43-9075-6bb68e5fff06,3d15aa97-a06e-4b48-8255-f5f0d2832c73,4
2eb1baf0-2b42-45e7-8fd2-b812c5677951,8e22004f-f635-444d-9222-c4f1f0141c89,5
c7f6ca41-65a2-46db-9c99-c682d9f9e306,f6639046-38c7-426c-adc9-5ee51f160d49,3
47977b90-827e-4be3-86b0-e12b71f75cd1,027cbfb6-e50c-4154-9662-bf60185d0bd5,4
23894372-8ca4-49a2-8d7e-8e5a8d072607,250d2957-6df0-4ae3-be75-756dde458e44,5
1728b798-8b85-4c99-b284-dd15240713a3,fa2bdb62-0c32-4156-8292-161048b293fd,4
15959f4a-0400-484a-9d93-470fe8e89651,00f86a9c-11b8-4c9d-b253-108afded7768,2
80bb1356-255c-4bf5-86cd-bdf426cc08c6,fbc6eb60-8db1-4696-9e33-090fa4a277a7,1
5d916896-a92b-4a35-8573-c61dad8b1a25,ec5d94e6-65ad-4923-badc-9bf1611806be,4
0df9ccaa-3d02-4026-8cb6-38bcf27d8260,c1c8b947-b9c6-4d2c-ad0a-dda9874f160a,4
ffda9e71-06fa-4d0a-b024-525d9496fac9,03d13f30-941d-4aeb-b160-382e57b01137,4
edb12ee0-9226-47dc-b4bd-a7c7ad20a588,3679536e-99cb-436f-a62d-b023b35b349d,4
